Other Flag,Trading symbol,Exact title and class of securities outstanding,CUSIP,Par/stated value,Total shares authorized,Authorized Date,Total shares oustanding,Outstanding Date,Number of shares in the Public Float, Public float Date,Total number of shareholders of Record,Shareholders Date,ID,Submission Year,Submission Year File Number,file,Link
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001," 20,100,000 ", 8/31/2019," 308,000 ", 8/31/2019,None,None,None,None,OCLG,2021,4,OCLG_2021_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/295256/content
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001," 20,100,000 ", 8/31/2022," 308,050 ", 8/31/2022,None,None,None,None,OCLG,2022,1,OCLG_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/353534/content
True, NONE, PREFERRED STOCK, NONE, $ .001," 25,000,000 ", 12/31/18," 4,245,501 ", 12/31/18,None,None,None,None,PBHG,2020,2,PBHG_2020_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/263289/content
True, NONE, PREFERRED STOCK, NONE, $ .001," 25,000,000 ", 12/31/19," 4,245,501 ", 12/31/19,None,None,None,None,PBHG,2020,3,PBHG_2020_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/263284/content
True, NONE, PREFERRED STOCK, NONE, 0.001," 25,000,000 ", 12/31/2019,,,None,None,None,None,PBHG,2021,2,PBHG_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/292366/content
True, NONE, PREFERRED STOCK, NONE, $ .001," 25,000,000 ", 12/31/19," 4,245,501 ", 12/31/19,None,None,None,None,PBHG,2021,3,PBHG_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/291195/content
True, N/A, Series A Preferred, N/A, $0.0001, 1 f date: 12/31/202,, 1 f date: 12/31/202,,None,None,None,None,PDGO,2021,1,PDGO_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/304688/content
True, N/A,,,, ,, ,,None,None,None,None,POSC,2022,1,POSC_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/324805/content
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001," 3,000,000 ", 12/31/2020, 3 , 12/31/2020,None,None,None,None,PRDL,2021,1,PRDL_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301562/content
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001," 3,000,000 ", 12/31/2019, 3 , 12/31/2019,None,None,None,None,PRDL,2021,2,PRDL_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301561/content
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001," 3,000,000 ", 12/31/2021, 503 , 12/31/2021,None,None,None,None,PRDL,2022,1,PRDL_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/324212/content
True,,,, , Total shares  , ,, ,None,None,None,None,PRRY,2022,2,PRRY_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/319864/content
True,,,, , Total shares  , ,, ,None,None,None,None,PRRY,2022,4,PRRY_2022_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/318983/content
True,,,, , Total shares  , ,, ,None,None,None,None,PRRY,2022,7,PRRY_2022_Annual_7.txt,https://www.otcmarkets.com/otcapi/company/financial-report/317836/content
True, N/A,,,, ,, ,,None,None,None,None,PTOI,2020,1,PTOI_2020_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/267374/content
True, N/A,,,,,,,,None,None,None,None,PTOI,2020,2,PTOI_2020_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/267373/content
True, N/A,,,, ,, ,,None,None,None,None,PTOI,2021,1,PTOI_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/293283/content
True, N/A,,,, ,, ,,None,None,None,None,PTOI,2022,1,PTOI_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/327793/content
True, None,,,,,,,,None,None,None,None,PTSH,2021,1,PTSH_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/312140/content
True, None,,,, ,, ,,None,None,None,None,PTSH,2021,2,PTSH_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/307807/content
True, None,,,, ,, ,,None,None,None,None,PTSH,2021,4,PTSH_2021_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/307421/content
True, None, Preferred stock, NA, 0.001," 10,000,000 ", 12/31/21, None , 12/31/21,None,None,None,None,PTSH,2022,1,PTSH_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/318499/content
True, None,,,, ,, ,,None,None,None,None,PTSH,2022,2,PTSH_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/317813/content
True, QEBR, Series B Preferred Stock, N/A, $0.00001," 45,000,000 "," December 31, 2018"," 36,470,893 "," December 31, 2018",None,None,None,None,QEBR,2019,1,QEBR_2019_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/215614/content
True, QEBR, Series B Preferred Stock, N/A, $0.00001," 45,000,000 "," December 31, 2018"," 36,470,893 "," December 31, 2018",None,None,None,None,QEBR,2019,3,QEBR_2019_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/215088/content
True, N/A,, N/A, $0.00001," 45,000,000 "," April 23, 2020"," 36,470,893 "," April 23, 2020",None,None,None,None,QEBR,2020,1,QEBR_2020_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/246221/content
True, Not applicable.,,,,,,,,None,None,None,None,QLIS,2021,1,QLIS_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/306100/content
True, Not applicable.,,,,,,,,None,None,None,None,QLIS,2021,2,QLIS_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302119/content
True, NA, NA, NA, NA, ,, ,,None,None,None,None,QUAN,2022,1,QUAN_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/332124/content
True, NA, Preferred Stock, NA, $0.06," as 40,000,000 of date: 12/31/2021", 12/31/2021," 1,000,000 ", 12/31/2021,None,None,None,None,QUAN,2022,2,QUAN_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/323430/content
True, 2021 Series A Preferred Stock, NA, NA, $0.001, 20 , 12/31/2021, 20 , 12/31/2021,None,None,None,None,QUAN,2022,2,QUAN_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/323430/content
True, Series B Preferred Stock, NA, NA, $0.001, 2 , 12/31/2021, 2 ,,None,None,None,None,QUAN,2022,2,QUAN_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/323430/content
True, REPO, Series B Preferred Stock (“Series, N/A, $0.001," 5,000,000 ", 12/31/20," 5,000,000 ", 12/31/20,None,None,None,None,REPO,2021,1,REPO_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301968/content
True, REPO, Series B Preferred Stock (“Series, N/A, $0.001," 5,000,000 ", 12/31/20," 5,000,000 ", 12/31/20,None,None,None,None,REPO,2021,2,REPO_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301914/content
True, REPO, Series B Preferred Stock (“Series, N/A, $0.001," 5,000,000 ", 12/31/19," 5,000,000 ", 12/31/19,None,None,None,None,REPO,2021,3,REPO_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301910/content
True, REPO, Series B Preferred Stock (“Series, N/A, $0.001," 5,000,000 ", 12/31/21," 5,000,000 ", 12/31/21,None,None,None,None,REPO,2022,1,REPO_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/324185/content
True, NA, Series A Preferred, NA, $0.001," 456,068 ", 12/31/2020," 456,068 ", 12/31/2020,None,None,None,None,RIBS,2021,1,RIBS_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/297841/content
True, NA, Series A Preferred, NA, $0.001," 456,068 ", 12/31/2019," 456,068 ", 12/31/2019,None,None,None,None,RIBS,2021,2,RIBS_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/297840/content
True, Not applicable, Preferred Shares, Not applicable, $0.001," 10,000,000 "," June 30, 2021"," 50,000 ",,None,None,None,None,RWMI,2021,3,RWMI_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/310982/content
True, Not applicable, Preferred Shares, Not applicable, $0.001," 10,000,000 "," June 30, 2022", None ," June 30, 2022",None,None,None,None,RWMI,2022,1,RWMI_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/342646/content
True, Not applicable, Preferred Shares, Not applicable, $0.001," 10,000,000 "," December 31, 2021"," 50,000 ",,None,None,None,None,RWMI,2022,2,RWMI_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/325625/content
True,,,, .001," 2,500,000 "," December 31, 2020"," 505,750 "," December 31, 2020",None,None,None,None,SAKL,2021,1,SAKL_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/300734/content
True,,,, .001," 20,000,000 "," December 31, 2020"," 14,750,000 "," December 31, 2020",None,None,None,None,SAKL,2021,1,SAKL_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/300734/content
True,,,, .001," 2,500,000 "," December 31, 2020"," 360,233 "," December 31, 2020",None,None,None,None,SAKL,2021,1,SAKL_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/300734/content
True,,,, 001," 200,000 "," December 31, 2020"," 35,000 "," December 31, 2020",None,None,None,None,SAKL,2021,1,SAKL_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/300734/content
True,,,, .001," 2,500,000 "," December 31, 2019"," 505,750 "," December 31, 2019",None,None,None,None,SAKL,2021,2,SAKL_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/300729/content
True,,,, .001," 20,000,000 "," December 31, 2019"," 14,750,000 "," December 31, 2019",None,None,None,None,SAKL,2021,2,SAKL_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/300729/content
True,,,, .001," 2,500,000 "," December 31, 2019"," 360,233 "," December 31, 2019",None,None,None,None,SAKL,2021,2,SAKL_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/300729/content
True,,,, 001," 200,000 "," December 31, 2019"," 35,000 "," December 31, 2019",None,None,None,None,SAKL,2021,2,SAKL_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/300729/content
True, N/A, Class A Preferred,, 001," 2,500,000 "," December 31, 2021"," 505,750 "," December 31, 2021",None,None,None,None,SAKL,2022,1,SAKL_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/324992/content
True,, Class B Preferred,, 001," 20,000,000 "," December 31, 2021"," 14,750,000 "," December 31, 2021",None,None,None,None,SAKL,2022,1,SAKL_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/324992/content
True,, Class C Preferred,, 001," 2,500,000 "," December 31, 2021"," 360,233 "," December 31, 2021",None,None,None,None,SAKL,2022,1,SAKL_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/324992/content
True,, Class D Preferred,, 001," 200,000 "," December 31, 2021"," 30,000 "," December 31, 2021",None,None,None,None,SAKL,2022,1,SAKL_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/324992/content
True, None other publicly traded.,,,,,,,,None,None,None,None,SCNA,2021,1,SCNA_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/304281/content
True, None other publicly traded.,,,,,,,,None,None,None,None,SCNA,2021,2,SCNA_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/304265/content
True, None other publicly traded.,,,,,,,,None,None,None,None,SCNA,2021,3,SCNA_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/304258/content
True, None other publicly traded.,,,, ,, ,,None,None,None,None,SCNA,2022,1,SCNA_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/330022/content
True, None other publicly traded.,,,, ,, ,,None,None,None,None,SCNA,2022,2,SCNA_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/329362/content
True, SCNG, Series A Preferred Shares,, 0.001," 2,000,000 "," December 31, 2019"," 141,000 "," December 31, 2019",None,None,None,None,SCNG,2020,1,SCNG_2020_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/251820/content
True, SCNG, Series A Preferred Shares CUSIP:,, 0.001," 2,000,000 "," December 31, 2020"," 2,000,000 "," December 31, 2020",None,None,None,None,SCNG,2021,1,SCNG_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/303773/content
True, SCNG, | Series D Preferred Shares CUSIP:,, 0.001," 3,000,000 "," December 31, 2021"," 2,000,000 "," December 31, 2021",None,None,None,None,SCNG,2022,1,SCNG_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/333151/content
True, SCNG, Series D Preferred Shares CUSIP:,, 0.001," 3,000,000 "," December 31, 2021"," 2,000,000 "," December 31, 2021",None,None,None,None,SCNG,2022,2,SCNG_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/331501/content
True, SCNG, Series D Preferred Shares CUSIP:,, 0.001," 3,000,000 "," December 31, 2021"," 2,000,000 "," December 31, 2021",None,None,None,None,SCNG,2022,3,SCNG_2022_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/331288/content
True, SCNG, Series D Preferred Shares CUSIP:,, 0.001," 3,000,000 "," December 31, 2021"," 2,000,000 "," December 31, 2021",None,None,None,None,SCNG,2022,4,SCNG_2022_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/319272/content
True, None, Class of Securities: Series A Preferred, None, .001," 1,200,000 ", 09/08/2021," 540,000 ", 09/08/2021,None,None,None,None,SEEK,2021,1,SEEK_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302718/content
True, N/A, N/A, N/A, N/A, N/A , 12/31/2020, N/A , 12/31/2020,None,None,None,None,SGTB,2021,1,SGTB_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/308466/content
True, N/A, N/A, N/A, N/A, N/A , 12/31/2019, N/A , 12/31/2019,None,None,None,None,SGTB,2021,2,SGTB_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/308463/content
True, N/A, N/A, N/A, N/A, N/A , 12/31/2020, N/A , 12/31/2020,None,None,None,None,SGTB,2021,3,SGTB_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/303384/content
True, N/A, N/A, N/A, N/A, N/A , 12/31/2019, N/A , 12/31/2019,None,None,None,None,SGTB,2021,4,SGTB_2021_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/303381/content
True,, Preferred, .001,," 10,000,000",,,,None,None,None,None,SILS,2021,1,SILS_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/296463/content
True,, Preferred, .001,," 10,000,000",,,,None,None,None,None,SILS,2021,2,SILS_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/296459/content
True, N/A, N/A, N/A, N/A, N/A  ,, N/A  ,,None,None,None,None,SNGY,2021,2,SNGY_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/304282/content
True, N/A, N/A, N/A, N/A, N/A  ,, N/A  ,,None,None,None,None,SNGY,2021,3,SNGY_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/304279/content
True, None, | Preferred, Not applicable, 0.001," 10,000,000 ",," 1,000,000 ",,None,None,None,None,SNRY,2021,1,SNRY_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/300176/content
True, None, | Preferred, Not applicable, 0.001," 10,000,000 ",," 1,000,000 ",,None,None,None,None,SNRY,2021,2,SNRY_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/300175/content
True, None, — Preferred, Not applicable, 0.001," 10,000,000 ",," 1,000,000 ",,None,None,None,None,SNRY,2022,2,SNRY_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/350392/content
True, None, Preferred, Not applicable, 0.001," 10,000,000 ",," 1,000,000 ",,None,None,None,None,SNRY,2022,3,SNRY_2022_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/348810/content
True, NA, NA, NA, NA, NA , NA, NA , NA,None,None,None,None,SOHI,2020,1,SOHI_2020_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/246146/content
True, NA, NA, NA, NA, NA , NA, NA , NA,None,None,None,None,SOHI,2021,1,SOHI_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/306031/content
True, NA, NA, NA, NA, NA , NA, NA , NA,None,None,None,None,SOHI,2022,1,SOHI_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/333530/content
True, NA, NA, NA, NA, NA , NA, NA , NA,None,None,None,None,SOHI,2022,3,SOHI_2022_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/332822/content
True, SPBV, Preferred Stock, 84920J109, $0.001," 25,000,000 "," December 31, 2020"," 12,000 "," December 31, 2020",None,None,None,None,SPBV,2021,1,SPBV_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/304362/content
True, SPBV, Preferred Stock, 84920J109, $0.001," 25,000,000 "," December 31, 2019"," 12,000 "," December 31, 2019",None,None,None,None,SPBV,2021,2,SPBV_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/304361/content
True, SPBV, Preferred Stock, 84920J109, $0.001," 25,000,000",," 12,000",,None,None,None,None,SPBV,2022,1,SPBV_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/348891/content
True, SPBV, Preferred Stock, 84920J109, $0.001," 25,000,000 "," December 31, 2021",," December 31, 2021",None,None,None,None,SPBV,2022,2,SPBV_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/323403/content
True, SPBV, Preferred Stock, 84920J109, $0.001," 25,000,000 "," December 31, 2021",," December 31, 2021",None,None,None,None,SPBV,2022,3,SPBV_2022_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/322720/content
True, N/A,,,, ,, ,,None,None,None,None,SPLM,2021,1,SPLM_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301886/content
True, N/A,,,, ,, ,,None,None,None,None,SPLM,2021,2,SPLM_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301882/content
True, N/A,,,, ,, ,,None,None,None,None,SPLM,2022,1,SPLM_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/335395/content
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001, 0 , 12/31/2020, 0 , 12/31/2020,None,None,None,None,SRBT,2021,1,SRBT_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/307500/content
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001, 0 , 12/31/2019, 0 , 12/31/2019,None,None,None,None,SRBT,2021,2,SRBT_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/307499/content
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001," 10,000,000 ", 12/31/2020, 0 , 12/31/2020,None,None,None,None,SRBT,2021,3,SRBT_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/306223/content
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001," 10,000,000 ", 12/31/2019, 0 , 12/31/2019,None,None,None,None,SRBT,2021,4,SRBT_2021_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/306222/content
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001, 0 , 12/31/2020, 0 , 12/31/2020,None,None,None,None,SRBT,2021,5,SRBT_2021_Annual_5.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302941/content
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001, 0 , 12/31/2019, 0 , 12/31/2019,None,None,None,None,SRBT,2021,6,SRBT_2021_Annual_6.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302940/content
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001," 200,000,000 ", 12/31/2021, 5 , 12/31/2021,None,None,None,None,SRBT,2022,1,SRBT_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/324219/content
True,, SeriesA-1*,, 001," 10,000,000 "," December 31, 2020"," 750,000 "," December 31, 2020",None,None,None,None,SSOF,2021,1,SSOF_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/297633/content
True,, SeriesA-1*,, 001," 10,000,000 "," December 31, 2019"," 750,000 "," December 31, 2019",None,None,None,None,SSOF,2021,2,SSOF_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/297626/content
True,, SeriesA-1*,, 001," 10,000,000 "," December 31, 2021"," 750,000 "," December 31, 2021",None,None,None,None,SSOF,2022,1,SSOF_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/321163/content
True, STJO, © Common, 85231M, -001," 100,000,000 ", 8/21/2021," 13,335,341 ", 8/21/2021,None,None,None,None,STJO,2021,1,STJO_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/303121/content
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001,, 12/31/2020,, 12/31/2020,None,None,None,None,SVLT,2021,2,SVLT_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302692/content
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001,, 12/31/2019,, 12/31/2019,None,None,None,None,SVLT,2021,3,SVLT_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302691/content
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001," 100,000,000 ", 12/31/2021, 5 , 12/31/2021,None,None,None,None,SVLT,2022,1,SVLT_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/324225/content
True, TAER, Pref Series C,, .001," 10,000,000 ",09/21/2021," 50,000 ",09/21/2021,None,None,None,None,TAER,2021,3,TAER_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/303422/content
True, TAER, Pref Series C,, .001," 10,000,000 ",09/21/2021," 50,000 ",09/21/2021,None,None,None,None,TAER,2021,4,TAER_2021_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/303421/content
True, TAER, Pref Series C,, .001," 10,000,000 ", 12/30/22," 50,000 ", 12/30/22,None,None,None,None,TAER,2022,1,TAER_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/356274/content
True, TAER, Pref Series C,, .001," 10,000,000 ",09/22/22," 50,000 ",09/22/22,None,None,None,None,TAER,2022,3,TAER_2022_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/347310/content
True,, N/A,,,,,,,None,None,None,None,TAYO,2022,1,TAYO_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/343783/content
True,, N/A,,,,,,,None,None,None,None,TAYO,2022,2,TAYO_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/341153/content
True,, N/A,,,,,,,None,None,None,None,TAYO,2022,5,TAYO_2022_Annual_5.txt,https://www.otcmarkets.com/otcapi/company/financial-report/338783/content
True, TGRO, Preferred Shares, 8867471106, $0.0001,,,,,None,None,None,None,TGRO,2021,2,TGRO_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/308417/content
True, TGRO, Preferred Shares, 88674T 106, $0.0001," 23,999,500 "," December 31, 2020",,,None,None,None,None,TGRO,2022,3,TGRO_2022_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/317771/content
True, TGRO, Preferred Shares, 8867471106, $0.0001,,,,,None,None,None,None,TGRO,2022,4,TGRO_2022_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/317770/content
True, TGRO, Preferred Shares, 88674T 106, $0.0001," 23,999,500 "," December 31, 2020",,,None,None,None,None,TGRO,2022,5,TGRO_2022_Annual_5.txt,https://www.otcmarkets.com/otcapi/company/financial-report/316937/content
True, TGRO, Preferred Shares, 8867471106, $0.0001,,,,,None,None,None,None,TGRO,2022,6,TGRO_2022_Annual_6.txt,https://www.otcmarkets.com/otcapi/company/financial-report/316936/content
True, none,,,,,,,,None,None,None,None,TINO,2022,2,TINO_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/328042/content
True, None, | Class BCommon Stock, None," $0.001 as of date: December 31, 2020"," 220,000 "," December 31, 2020"," 213,440 "," December 31, 2020",None,None,None,None,TIPS,2021,1,TIPS_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301702/content
True, None, | Class BCommon Stock, None," $0.001 as of date: December 31, 2019"," 220,000 "," December 31, 2019"," 213,440 "," December 31, 2019",None,None,None,None,TIPS,2021,2,TIPS_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301701/content
True, None, | Class BCommon Stock, None," $0.001 as of date: December 31, 2021"," 220,000 "," December 31, 2021"," 213,440 "," December 31, 2021",None,None,None,None,TIPS,2022,1,TIPS_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/327714/content
True, n/a,,,,,,,,None,None,None,None,TLIF,2021,1,TLIF_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/308582/content
True, n/a,,,,,,,,None,None,None,None,TLIF,2021,2,TLIF_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/303678/content
True, n/a,,,,,,,,None,None,None,None,TLIF,2021,3,TLIF_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/303588/content
True, n/a,,,, ,, ,,None,None,None,None,TLIF,2022,1,TLIF_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/356012/content
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001, 0 , 12/31/2020, 0 , 12/31/2020,None,None,None,None,TMXN,2021,1,TMXN_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301726/content
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001, 0 , 12/31/2019, 0 , 12/31/2019,None,None,None,None,TMXN,2021,2,TMXN_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301725/content
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001," 10,000,000 ", 12/31/2021, 05 , 12/31/2021,None,None,None,None,TMXN,2022,1,TMXN_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/324237/content
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001," 10,000,000 ", 12/31/2020," 186,000 ", 12/31/2020,None,None,None,None,TONR,2021,1,TONR_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302136/content
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001," 10,000,000 ", 12/31/2019," 186,000 ", 12/31/2019,None,None,None,None,TONR,2021,2,TONR_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302135/content
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001," 10,000,000 ", 12/31/2020," 186,000 ", 12/31/2020,None,None,None,None,TONR,2021,3,TONR_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301870/content
